31/01/2014;720;A;COP;0,00119900;0,00120000;2022,49000000;2023,67000000
31/01/2014;725;A;CUP;2,42570000;2,42630000;1,00000000;1,00000000
31/01/2014;730;A;DOP;0,05625000;0,05669000;42,80000000;43,12000000
31/01/2014;735;A;PHP;0,05345000;0,05350000;45,35500000;45,38500000
31/01/2014;741;A;MXN;0,18100000;0,18120000;13,39250000;13,40000000
31/01/2014;745;A;UYU;0,11270000;0,11330000;21,42000000;21,52000000
31/01/2014;755;B;BWP;0,26490000;0,26620000;0,10920000;0,10970000
31/01/2014;760;A;MWK;0,00562800;0,00583300;416,00000000;431,00000000
31/01/2014;766;A;ZMW;0,43390000;0,43480000;5,58000000;5,59000000
31/01/2014;770;A;GTQ;0,31040000;0,31060000;7,81100000;7,81400000
31/01/2014;775;A;MMK;0,00245500;0,00247600;980,00000000;988,00000000
31/01/2014;778;B;PGK;0,89750000;1,01660000;0,37000000;0,41900000
31/01/2014;779;A;HRK;0,42730000;0,42770000;5,67290000;5,67630000
31/01/2014;780;A;LAK;0,00030150;0,00030300;8008,00000000;8046,00000000
31/01/2014;785;A;ZAR;0,21520000;0,21620000;11,22000000;11,27000000
31/01/2014;795;A;CNY;0,40020000;0,40040000;6,06000000;6,06190000
31/01/2014;796;A;CNH;0,40180000;0,40190000;6,03670000;6,03770000
31/01/2014;800;A;QAR;0,66600000;0,66640000;3,64100000;3,64200000
31/01/2014;805;A;OMR;6,29890000;6,30370000;0,38490000;0,38510000
31/01/2014;810;A;YER;0,01126000;0,01129000;214,85000000;215,35000000
31/01/2014;815;A;IRR;0,00009760;0,00009760;24866,00000000;24866,00000000
31/01/2014;820;A;SAR;0,64670000;0,64700000;3,75020000;3,75070000
31/01/2014;825;A;KHR;0,00060490;0,00060810;3990,00000000;4010,00000000
31/01/2014;828;A;MYR;0,72450000;0,72540000;3,34500000;3,34800000
31/01/2014;829;A;BYR;0,00025010;0,00025220;9620,00000000;9700,00000000
31/01/2014;830;A;RUB;0,06877000;0,06883000;35,25000000;35,27400000
31/01/2014;835;A;TJS;0,50770000;0,50780000;4,77770000;4,77770000
31/01/2014;840;A;MUR;0,07953000;0,08008000;30,30000000;30,50000000
31/01/2014;845;A;NPR;0,02406000;0,02431000;99,80000000;100,80000000
31/01/2014;850;A;SCR;0,19690000;0,20290000;11,96000000;12,31840000
31/01/2014;855;A;LKR;0,01855000;0,01856000;130,70000000;130,80000000
31/01/2014;860;A;INR;0,03869000;0,03871000;62,68000000;62,69000000
31/01/2014;865;A;IDR;0,00019860;0,00019880;12205,00000000;12215,00000000
31/01/2014;870;A;MVR;0,15540000;0,15920000;15,24000000;15,61000000
31/01/2014;875;A;PKR;0,02297000;0,02302000;105,40000000;105,60000000
